,id_left,name_left,is_tbd,geometry,index_right,id_right,name_right,color,feature_id,coordinates,geometry_type
247,tanah-merah-singapore,"Tanah Merah, Singapore",False,POINT (103.9465826298595 1.327257988673153),,,,,,,
248,nanhui-china,"Nanhui, China",False,POINT (121.92506915087795 30.864713861582327),,,,,,,
249,west-palm-beach-fl-united-states,"West Palm Beach, FL, United States",False,POINT (-80.05334805801945 26.715357789296696),,,,,,,
250,magens-bay-vi-united-states,"Magen’s Bay, VI, United States",False,POINT (-64.93708679386458 18.372989080105853),,,,,,,
251,samandag-turkey,"Samandag, Turkey",False,POINT (35.99926748312506 36.08233778303261),,,,,,,
252,girne-cyprus,"Girne, Cyprus",False,POINT (33.23628115920059 35.2991225036909),,,,,,,
253,bozyazi-turkey,"Bozyazi, Turkey",False,POINT (32.966701999999856 36.09999800000024),,,,,,,
254,daet-philippines,"Daet, Philippines",False,POINT (122.94988948023871 14.116616393710665),,,,,,,
255,dartmouth-united-kingdom,"Dartmouth, United Kingdom",False,POINT (-3.578390026566051 50.351741733083685),,,,,,,
256,st-ouens-bay-jersey,"St. Ouens Bay, Jersey",False,POINT (-2.225900750307065 49.215711233966566),,,,,,,
257,archirondel-jersey,"Archirondel, Jersey",False,POINT (-2.021311051490342 49.22527885088672),,,,,,,
258,spencer-beach-hi-united-states,"Spencer Beach, HI, United States",False,POINT (-155.8220871073432 20.02310522788954),,,,,,,
259,takapuna-new-zealand,"Takapuna, New Zealand",False,POINT (174.76791917811025 -36.78796527793357),,,,,,,
260,whenuapai-new-zealand,"Whenuapai, New Zealand",False,POINT (174.6233880304975 -36.788806016342754),,,,,,,
261,st-croix-virgin-islands-u-s-,"St. Croix, Virgin Islands (U.S.)",False,POINT (-64.8194110959771 17.77186426252591),,,,,,,
262,valparaso-chile,"Valparaíso, Chile",False,POINT (-71.62048049678572 -33.045765558769304),,,,,,,
263,lurin-peru,"Lurin, Peru",False,POINT (-76.87428536869109 -12.278527239265857),,,,,,,
264,rio-de-janeiro-brazil,"Rio de Janeiro, Brazil",False,POINT (-43.209563123346165 -22.90339400756494),,,,,,,
265,las-toninas-argentina,"Las Toninas, Argentina",False,POINT (-56.695491069788275 -36.47252952471871),,,,,,,
266,maldonado-uruguay,"Maldonado, Uruguay",False,POINT (-54.95017980618316 -34.900379504866834),,,,,,,
267,governors-harbor-bahamas,"Governors Harbor, Bahamas",False,POINT (-76.24064323944407 25.196118966380833),,,,,,,
268,duncan-town-bahamas,"Duncan Town, Bahamas",False,POINT (-75.73346586435832 22.183261833926533),,,,,,,
269,mayaguana-bahamas,"Mayaguana, Bahamas",False,POINT (-73.0641318178386 22.40156502331468),,,,,,,
270,kuala-tungkal-indonesia,"Kuala Tungkal, Indonesia",False,POINT (103.46670015731281 -0.816539442758962),,,,,,,
271,batam-indonesia,"Batam, Indonesia",False,POINT (104.01664054897991 1.066796188550793),,,,,,,
272,sakra-island-singapore,"Sakra Island, Singapore",False,POINT (103.70419998906566 1.258916074584671),,,,,,,
273,grover-beach-ca-united-states,"Grover Beach, CA, United States",False,POINT (-120.62142234655879 35.1206334382351),,,,,,,
274,shima-japan,"Shima, Japan",False,POINT (136.87439133474103 34.33683057441225),,,,,,,
275,ajigaura-japan,"Ajigaura, Japan",False,POINT (140.61227931178595 36.38355921004956),,,,,,,
276,brookhaven-ny-united-states,"Brookhaven, NY, United States",False,POINT (-72.91227645666531 40.773148001414974),,,,,,,
277,beverwijk-netherlands,"Beverwijk, Netherlands",False,POINT (4.656906873847417 52.48631265079464),,,,,,,
278,whitesands-bay-united-kingdom,"Whitesands Bay, United Kingdom",False,POINT (-5.6984568840657 50.07851709909518),,,,,,,
279,hollywood-fl-united-states,"Hollywood, FL, United States",False,POINT (-80.16023274792633 26.010202101419708),,,,,,,
280,tijuana-mexico,"Tijuana, Mexico",False,POINT (-117.03822175993173 32.53084977596535),,,,,,,
281,northport-ny-united-states,"Northport, NY, United States",False,POINT (-73.34411208824892 40.90945509894606),,,,,,,
282,levin-new-zealand,"Levin, New Zealand",False,POINT (175.28531582518968 -40.625283896847584),,,,,,,
283,gustavia-saint-barthlemy,"Gustavia, Saint Barthélemy",False,POINT (-62.85054881266757 17.897915647022234),,,,,,,
284,st-louis-saint-martin,"St. Louis, Saint Martin",False,POINT (-63.078144550760726 18.08992880691782),,,,,,,
285,baie-mahault-guadeloupe,"Baie-Mahault, Guadeloupe",False,POINT (-61.5717247194846 16.244479667931955),,,,,,,
286,copa-club-jamaica,"Copa Club, Jamaica",False,POINT (-76.68936118328712 17.942952785882994),,,,,,,
287,weno-chuuk-micronesia,"Weno, Chuuk, Micronesia",False,POINT (151.85848716518078 7.439993539798909),,,,,,,
288,magachgil-yap-micronesia,"Magachgil, Yap, Micronesia",False,POINT (138.06149986878208 9.443922836169385),,,,,,,
289,ngeremlengui-palau,"Ngeremlengui, Palau",False,POINT (134.56094082517401 7.531746239289517),,,,,,,
290,el-segundo-ca-united-states,"El Segundo, CA, United States",False,POINT (-118.4159551589325 33.91992001851462),,,,,,,
291,sangano-angola,"Sangano, Angola",False,POINT (13.201444277847978 -9.490068430331165),,,,,,,
292,aden-yemen,"Aden, Yemen",False,POINT (45.0335384269116 12.800683889023277),,,,,,,
293,djibouti-city-djibouti,"Djibouti City, Djibouti",False,POINT (43.14799288765091 11.594678044710776),,,,,,,
294,bp-clair-ridge-united-kingdom,"BP Clair Ridge, United Kingdom",False,POINT (-2.294930049347119 60.44104932347154),,,,,,,
295,baie-longue-saint-martin,"Baie Longue, Saint Martin",False,POINT (-63.14570622695726 18.05965128120834),,,,,,,
296,philipsburg-sint-maarten,"Philipsburg, Sint Maarten",False,POINT (-63.04582836802477 18.03020531994377),,,,,,,
297,mamoudzou-mayotte,"Mamoudzou, Mayotte",False,POINT (45.23329414477784 -12.78330928619106),,,,,,,
298,perth-wa-australia,"Perth, WA, Australia",False,POINT (115.85721872350325 -31.95343894398052),,,,,,,
299,alexandria-nsw-australia,"Alexandria, NSW, Australia",False,POINT (151.19620853634117 -33.913673538776834),,,,,,,
300,port-moresby-papua-new-guinea,"Port Moresby, Papua New Guinea",False,POINT (147.18851977030369 -9.47960554573348),,,,,,,
301,kikori-papua-new-guinea,"Kikori, Papua New Guinea",False,POINT (144.2402064292285 -7.413514034786931),,,,,,,
302,sisimiut-greenland,"Sisimiut, Greenland",False,POINT (-53.67338627708164 66.93946731265544),,,,,,,
303,cirebon-indonesia,"Cirebon, Indonesia",False,POINT (108.5666651853077 -6.716666684587929),,,,,,,
304,puerto-montt-chile,"Puerto Montt, Chile",False,POINT (-72.9534112342951 -41.46037424479032),,,,,,,
305,punta-arenas-chile,"Punta Arenas, Chile",False,POINT (-70.93333257585476 -53.16665547850115),,,,,,,
306,puerto-williams-chile,"Puerto Williams, Chile",False,POINT (-67.6058614273846 -54.935200597435504),,,,,,,
307,tortel-chile,"Tortel, Chile",False,POINT (-73.53688749922706 -47.80121466459952),,,,,,,
308,buffalo-ny-united-states,"Buffalo, NY, United States",False,POINT (-78.87846124712107 42.88543648440449),,,,,,,
309,toronto-on-canada,"Toronto, ON, Canada",False,POINT (-79.38531972935779 43.64855718648997),,,,,,,
310,punta-salinas-pr-united-states,"Punta Salinas, PR, United States",False,POINT (-66.18575110125005 18.47299398772983),,,,,,,
311,dania-beach-fl-united-states,"Dania Beach, FL, United States",False,POINT (-80.14394128131609 26.052316286427192),,,,,,,
312,guantanamo-bay-cuba,"Guantanamo Bay, Cuba",False,POINT (-75.15816600469212 19.939616197540328),,,,,,,
313,newcastle-united-kingdom,"Newcastle, United Kingdom",False,POINT (-1.617778331330762 54.978249214505595),,,,,,,
314,endrup-denmark,"Endrup, Denmark",False,POINT (8.718388990908426 55.523118197393856),,,,,,,
315,eemshaven-netherlands,"Eemshaven, Netherlands",False,POINT (6.816022174500881 53.4428046914825),,,,,,,
316,schoelcher-martinique,"Schoelcher, Martinique",False,POINT (-61.112138356657944 14.629000145423495),,,,,,,
317,pegwell-barbados,"Pegwell, Barbados",False,POINT (-59.53633378387061 13.062605447541747),,,,,,,
318,georgetown-guyana,"Georgetown, Guyana",False,POINT (-58.15484062190828 6.804497184903389),,,,,,,
319,mt-lavinia-sri-lanka,"Mt. Lavinia, Sri Lanka",False,POINT (79.86679011789853 6.833211066334108),,,,,,,
320,kourou-french-guiana,"Kourou, French Guiana",False,POINT (-52.64555499899603 5.16829853939239),,,,,,,
321,flying-fish-cove-christmas-island,"Flying Fish Cove, Christmas Island",False,POINT (105.69706984367991 -10.437358645528692),,,,,,,
322,leava-wallis-and-futuna,"Leava, Wallis and Futuna",False,POINT (-178.1581082290078 -14.29683787673267),,,,,,,
323,mata-utu-wallis-and-futuna,"Mata-Utu, Wallis and Futuna",False,POINT (-176.17500035041277 -13.282000575148167),,,,,,,
324,savusavu-fiji,"Savusavu, Fiji",False,POINT (179.34974953178585 -16.80801177359569),,,,,,,
325,timika-indonesia,"Timika, Indonesia",False,POINT (136.88957687085835 -4.550311186325139),,,,,,,
326,agats-indonesia,"Agats, Indonesia",False,POINT (138.12136310762435 -5.53562932769966),,,,,,,
327,kota-mappi-indonesia,"Kota Mappi, Indonesia",False,POINT (139.39650868867545 -7.102452989489187),,,,,,,
328,nabire-indonesia,"Nabire, Indonesia",False,POINT (135.50163840096195 -3.372233814094874),,,,,,,
329,yapen-indonesia,"Yapen, Indonesia",False,POINT (136.15698461639664 -1.756122937374005),,,,,,,
330,supiori-indonesia,"Supiori, Indonesia",False,POINT (135.63852795242698 -0.729511301429761),,,,,,,
331,manokwari-indonesia,"Manokwari, Indonesia",False,POINT (134.06203981141215 -0.861468674318491),,,,,,,
332,teluk-indonesia,"Teluk, Indonesia",False,POINT (133.4821305001853 -2.202373735308288),,,,,,,
333,makassar-indonesia,"Makassar, Indonesia",False,POINT (119.41239198623502 -5.152184574655166),,,,,,,
334,balikpapan-indonesia,"Balikpapan, Indonesia",False,POINT (116.83119264290589 -1.265365259496888),,,,,,,
335,tarakan-indonesia,"Tarakan, Indonesia",False,POINT (117.57850656662664 3.327346733556252),,,,,,,
336,manado-indonesia,"Manado, Indonesia",False,POINT (124.83960982123124 1.490831387793467),,,,,,,
337,madura-indonesia,"Madura, Indonesia",False,POINT (113.2834656639621 -6.902285124495741),,,,,,,
338,hanko-finland,"Hanko, Finland",False,POINT (22.968222026939856 59.82321000411124),,,,,,,
339,bomba-belize,"Bomba, Belize",False,POINT (-88.29445550119163 17.925613252139954),,,,,,,
340,san-pedro-belize,"San Pedro, Belize",False,POINT (-87.97834244387931 17.911036510229174),,,,,,,
341,kiamsam-malaysia,"Kiamsam, Malaysia",False,POINT (115.16893796108768 5.255328831990221),,,,,,,
342,so-mateus-brazil,"São Mateus, Brazil",False,POINT (-39.85912604370125 -18.716705271937165),,,,,,,
343,porto-seguro-brazil,"Porto Seguro, Brazil",False,POINT (-39.06469301273603 -16.451085786630014),,,,,,,
344,ilhus-brazil,"Ilhéus, Brazil",False,POINT (-39.04770083727346 -14.787976283084333),,,,,,,
345,salvador-brazil,"Salvador, Brazil",False,POINT (-38.504537159555746 -12.969985149046327),,,,,,,
346,aracaj-brazil,"Aracajú, Brazil",False,POINT (-37.07480184426858 -10.909604310398228),,,,,,,
347,macei-brazil,"Maceió, Brazil",False,POINT (-35.734959043425796 -9.666468352123673),,,,,,,
348,recife-brazil,"Recife, Brazil",False,POINT (-34.87197137352438 -8.055334790265151),,,,,,,
349,maniitsoq-greenland,"Maniitsoq, Greenland",False,POINT (-52.90572324668234 65.40768043958342),,,,,,,
350,aasiaat-greenland,"Aasiaat, Greenland",False,POINT (-52.85911683438676 68.70697200462038),,,,,,,
351,dumai-indonesia,"Dumai, Indonesia",False,POINT (101.44763420482612 1.665606179943663),,,,,,,
352,jakarta-indonesia,"Jakarta, Indonesia",False,POINT (106.82785500280222 -6.171598654655946),,,,,,,
353,bali-indonesia,"Bali, Indonesia",False,POINT (115.59696500161938 -8.464412294518892),,,,,,,
354,seba-indonesia,"Seba, Indonesia",False,POINT (121.87989512104575 -10.457822046091534),,,,,,,
355,baa-indonesia,"Baa, Indonesia",False,POINT (123.03526539632057 -10.733340209244103),,,,,,,
356,alor-indonesia,"Alor, Indonesia",False,POINT (124.40375899999984 -8.32065399999956),,,,,,,
357,kokar-indonesia,"Kokar, Indonesia",False,POINT (124.45345286822533 -8.158311369783492),,,,,,,
358,tiakur-indonesia,"Tiakur, Indonesia",False,POINT (127.7878715476518 -8.150331686078742),,,,,,,
359,serwaru-indonesia,"Serwaru, Indonesia",False,POINT (127.69148768374592 -8.158118033985609),,,,,,,
360,suemlaki-indonesia,"Suemlaki, Indonesia",False,POINT (131.21304280623139 -8.052228527722814),,,,,,,
361,tual-indonesia,"Tual, Indonesia",False,POINT (132.75207980190007 -5.626577896544199),,,,,,,
362,kep-aru-indonesia,"Kep. Aru, Indonesia",False,POINT (134.55017423123815 -6.194644939615719),,,,,,,
363,tanjung-pakis-indonesia,"Tanjung Pakis, Indonesia",False,POINT (107.12089678739565 -5.981255891395774),,,,,,,
364,tabwakea-kiribati,"Tabwakea, Kiribati",False,POINT (-157.42781242073514 1.872139418081973),,,,,,,
365,nukunonu-tokelau,"Nukunonu, Tokelau",False,POINT (-171.81150431859518 -9.174594889235633),,,,,,,
366,wall-township-nj-united-states,"Wall Township, NJ, United States",False,POINT (-74.06287361347052 40.15287376160566),,,,,,,
367,blaabjerg-denmark,"Blaabjerg, Denmark",False,POINT (8.329194484059272 55.75167411423394),,,,,,,
368,lecanvey-ireland,"Lecanvey, Ireland",False,POINT (-9.696504823189091 53.770824560670455),,,,,,,
369,medan-indonesia,"Medan, Indonesia",False,POINT (98.67606376706563 3.752137998988499),,,,,,,
370,panipahan-indonesia,"Panipahan, Indonesia",False,POINT (100.3133149021334 2.452351467017714),,,,,,,
371,brookvale-nsw-australia,"Brookvale, NSW, Australia",False,POINT (151.27399050892973 -33.76115742340548),,,,,,,
372,piti-guam,"Piti, Guam",False,POINT (144.69474214461212 13.464655237903562),,,,,,,
373,minamiboso-japan,"Minamiboso, Japan",False,POINT (139.9609790000003 34.9740779999996),197.0,apricot,Apricot,#939597,apricot-0,"[ [ [ 104.17500043679628, 1.018409236452146 ], [ 104.11887547655554, 1.018409236452146 ], [ 104.0166370000003, 1.066798000000349 ] ], [ [ 109.12499692898021, -3.0299959680086608 ], [ 107.88749780742415, -4.6014537648371103 ], [ 107.43749812620827, -5.2739443636412977 ], [ 107.12099835041957, -5.9811542602632848 ] ], [ [ 126.57346403647036, 5.4046766583786292 ], [ 126.3374847366844, 5.6593595724114891 ], [ 126.11248489607637, 5.9578186810885327 ], [ 125.61287587559997, 7.0799888831606426 ] ], [ [ 125.54998529455636, 16.24638821747719 ], [ 123.52498672908439, 15.597287859114385 ], [ 121.94998784542422, 15.669513225155248 ], [ 121.56018812156209, 15.761539465842137 ] ], [ [ 127.34998401942048, 19.246083087004578 ], [ 125.99998497636834, 21.321235295511858 ], [ 124.14876628719325, 23.757798070792454 ], [ 122.84998720785636, 24.634959766830409 ], [ 121.80144795065142, 24.863504112487785 ] ], [ [ 126.44998465639262, 18.251816319028222 ], [ 131.39998115096031, 17.395022634700517 ], [ 138.59997605041642, 15.669513225155248 ], [ 143.09997286257644, 13.92930384327183 ], [ 143.99997222500841, 13.601498202276586 ], [ 144.65753175859138, 13.385305518498077 ] ], [ [ 103.64609081207688, 1.3385858520714971 ], [ 103.83750067588413, 1.182753739294242 ], [ 104.02421554420971, 1.202092036773615 ], [ 104.14960045538582, 1.1845233603633201 ], [ 104.17500043679628, 1.018409236452146 ], [ 104.2875003576961, 0.96229266239684796 ], [ 104.40000027800004, 0.84980682621138204 ], [ 104.84999995921611, 0.68107206531244002 ], [ 106.19999900286416, -0.33140932966026498 ], [ 109.12499692898021, -3.0299959680086608 ], [ 109.79999645080431, -3.479268678970064 ], [ 112.04999485867221, -4.6014537648371103 ], [ 114.60984933620142, -5.2739443636412977 ], [ 116.80810148738884, -4.1799955821586288 ], [ 117.7124908479029, -2.730375485267853 ], [ 117.96440181128685, -1.5153336519748299 ], [ 118.76628430204579, -0.81055532474075798 ], [ 119.47498959873617, 0.568578852526193 ], [ 119.69998943934421, 1.018534216615524 ], [ 120.59998880177636, 1.580886840914131 ], [ 124.19998625090851, 3.4165596183232498 ], [ 126.57346403647036, 5.4046766583786292 ], [ 128.24998338185245, 7.4475223198721991 ], [ 127.34998401942048, 11.882475268284509 ], [ 125.54998529455636, 16.24638821747719 ], [ 126.44998465639262, 18.251816319028222 ], [ 127.34998401942048, 19.246083087004578 ], [ 130.94998146974444, 20.796306105108872 ], [ 138.59997605041642, 23.711258142484301 ], [ 139.72497525286053, 24.94136317175375 ], [ 140.84997445649643, 30.901396088515508 ], [ 141.07497429710446, 32.433313306417212 ], [ 140.96247437680054, 33.939640088319663 ], [ 140.56872465573645, 34.405022750715936 ], [ 140.37184979460858, 34.690726477410273 ], [ 140.1046624838865, 34.852445708846155 ], [ 139.96097900000029, 34.974077999999601 ] ] ]",MultiLineString
374,pangai-tonga,"Pangai, Tonga",False,POINT (-174.35026124305728 -19.81142785318058),,,,,,,
375,neiafu-tonga,"Neiafu, Tonga",False,POINT (-173.98368505366702 -18.6476851110264),,,,,,,
376,kekaha-hi-united-states,"Kekaha, HI, United States",False,POINT (-159.72420070177037 21.9703051762448),,,,,,,
377,bogense-denmark,"Bogense, Denmark",False,POINT (10.091399180000112 55.56778259),,,,,,,
378,mahuma-curaao,"Mahuma, Curaçao",False,POINT (-68.95694320562458 12.168897494151157),,,,,,,
379,sydney-nsw-australia,"Sydney, NSW, Australia",False,POINT (151.20704719697792 -33.86969726258813),,,,,,,
380,honiara-solomon-islands,"Honiara, Solomon Islands",False,POINT (159.94979002697502 -9.429092662827419),,,,,,,
381,auki-solomon-islands,"Auki, Solomon Islands",False,POINT (160.70132758051585 -8.774649361837039),,,,,,,
382,noro-solomon-islands,"Noro, Solomon Islands",False,POINT (157.19066112219286 -8.242077358023918),,,,,,,
383,taro-solomon-islands,"Taro, Solomon Islands",False,POINT (156.39591070863844 -6.708991470564002),,,,,,,
384,saint-pierre-saint-pierre-and-miquelon,"Saint-Pierre, Saint Pierre and Miquelon",False,POINT (-56.18063111336785 46.7758434822524),,,,,,,
385,miquelon-langlade-saint-pierre-and-miquelon,"Miquelon-Langlade, Saint Pierre and Miquelon",False,POINT (-56.34992308328285 47.08366803819901),,,,,,,
386,fortune-nl-canada,"Fortune, NL, Canada",False,POINT (-55.82728663711745 47.071981606498106),,,,,,,
387,lamaline-nl-canada,"Lamaline, NL, Canada",False,POINT (-55.80327542365825 46.868952141319625),,,,,,,
388,narragansett-ri-united-states,"Narragansett, RI, United States",False,POINT (-71.44280929994466 41.441373103781494),,,,,,,
389,crescent-beach-ri-united-states,"Crescent Beach, RI, United States",False,POINT (-71.59367589228837 41.1919576902494),,,,,,,
390,nybro-sweden,"Nybro, Sweden",False,POINT (15.908684989788139 56.7438002945013),,,,,,,
391,klaipeda-lithuania,"Klaipeda, Lithuania",False,POINT (21.14998987054871 55.69572398403818),,,,,,,
392,baie-du-tombeau-mauritius,"Baie du Tombeau, Mauritius",False,POINT (57.49512645132687 -20.122119652452948),,,,,,,
393,le-port-runion,"Le Port, Réunion",False,POINT (55.30328230092486 -20.944389515009206),,,,,,,
394,fort-dauphin-madagascar,"Fort Dauphin, Madagascar",False,POINT (46.98537557369402 -25.022532459682907),,,,,,,
395,candikusuma-indonesia,"Candikusuma, Indonesia",False,POINT (114.52724417391767 -8.294580838185764),,,,,,,
